,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_destination,annex_4_a,annex_4_b,country,year
743,A4050,Y7,110198,,H6.1,0.16,,AT,,R4,Greece,2020
744,A4050,Y7,110198,,H6.1,65.14,,CH,,R4,Greece,2020
745,A4050,Y7,110198,,H6.1,7.23,,FR,,R4,Greece,2020
746,A4050,Y7,110301,,H6.1,12.86,,AT,D12,,Greece,2020
747,A4050,Y7,110301,,H6.1,33.88,,CH,D12,,Greece,2020
748,A4050,Y7,110301,,H6.1,498.89,,FR,D12,,Greece,2020
749,A4050,Y7,110301,,H6.1,2.4,,NL,D12,,Greece,2020
750,A4050,Y33,161101,,H6.1,499.34,,NL,,R1,Greece,2020
751,A4050,Y33,161101,,H6.1,1088.97,,NZ,,R1,Greece,2020
752,A4050,Y38,70108,,H6.1,9241.16,,NL,,R1,Greece,2020
753,A4050,Y38,70108,,H6.1,2534.91,,NL,D10,,Greece,2020
754,A4060,Y9,100211,,H12,2764.59,,LU,D9,,Greece,2020
755,A4060,Y9,110113,,H12,35.0,,FR,,R7,Greece,2020
756,A4060,Y9,120109,,H12,122.4,,CH,,R7,Greece,2020
757,A4060,Y9,120109,,H12,452.28,,FR,,R7,Greece,2020
758,A4060,Y9,120109,,H12,40.15,,IE,D10,,Greece,2020
759,A4060,Y9,130802,,H12,314.82,,CH,D9,,Greece,2020
760,A4060,Y9,130802,,H12,15.8,,IT,D10,,Greece,2020
761,A4060,Y9,130802,,H12,107.44,,LU,,R9,Greece,2020
762,A4060,Y9,161001,,H12,15.78,,LU,D9,,Greece,2020
763,A4060,Y9,161001,,H12,2051.4,,NL,D10,,Greece,2020
764,A4060,Y9,161001,,H12,19.06,AT,IT,,R4,Greece,2020
765,A4060,Y9,161001,,H12,80.58,BE,IE,D10,,Greece,2020
766,A4060,Y9,161001,,H12,26.02,FR,LU,D9,,Greece,2020
767,A4060,Y9,161003,,H12,787.34,,LU,D9,,Greece,2020
768,A4060,Y9,190207,,H12,69.87,,AT,,R4,Greece,2020
769,A4060,Y9,190207,,H12,98.39,,BE,,R1,Greece,2020
770,A4060,Y9,190207,,H12,7121.36,,BE,,R9,Greece,2020
771,A4060,Y9,190207,,H12,526.64,,CH,,R9,Greece,2020
772,A4060,Y9,190207,,H12,13008.41,,NL,,R9,Greece,2020
773,A4060,Y9,190207,,H12,72.38,,NL,D10,,Greece,2020
774,A4060,Y9,190207,,H12,497.72,,SI,,R9,Greece,2020
775,A4060,Y9,190207,,H12,5483.8,NL,BE,,R9,Greece,2020
776,A4060,Y17,110113,,H12,36.94,,FR,,R7,Greece,2020
777,A4060,Y17,110113,,H12,54.37,NL,IE,,R12,Greece,2020
778,A4060,Y31,110111,,H12,0.22,,AT,,R4,Greece,2020
779,A4060,Y31,110111,,H12,5.69,"SI,AT",HR,,R4,Greece,2020
780,A4070,Y6,70208,,H4.1,69.61,,BE,,R1,Greece,2020
781,A4070,Y12,40216,,H12,190.12,"SI,AT",HR,D10,,Greece,2020
782,A4070,Y12,70208,,H6.1,301.61,,BE,,R1,Greece,2020
783,A4070,Y12,80111,,H3,76.67,,AT,,R1,Greece,2020
784,A4070,Y12,80111,,H3,36.24,,BE,,R1,Greece,2020
785,A4070,Y12,80111,,H3,408.0,,CH,,R12,Greece,2020
786,A4070,Y12,80111,,H3,498.09,,CH,D10,,Greece,2020
787,A4070,Y12,80111,,H3,296.88,,FI,D10,,Greece,2020
788,A4070,Y12,80111,,H3,3.42,,FR,,R1,Greece,2020
789,A4070,Y12,80111,,H3,0.21,,FR,,R12,Greece,2020
790,A4070,Y12,80111,,H3,63.33,,GR,D10,,Greece,2020
791,A4070,Y12,80111,,H3,3.55,,IE,D10,,Greece,2020
792,A4070,Y12,80111,,H3,408.18,,IL,,R1,Greece,2020
793,A4070,Y12,80111,,H3,263.76,,IT,D10,,Greece,2020
794,A4070,Y12,80111,,H3,218.32,,LU,D15,,Greece,2020
795,A4070,Y12,80111,,H3,384.72,,NL,,R12,Greece,2020
796,A4070,Y12,80111,,H3,442.79,,NL,D10,,Greece,2020
797,A4070,Y12,80111,,H3,14.54,,PL,,R2,Greece,2020
798,A4070,Y12,80111,,H3,154.86,AT,IT,D10,,Greece,2020
799,A4070,Y12,80111,,H3,67.18,"BE,FR,NL",GR,D10,,Greece,2020
800,A4070,Y12,80111,,H3,72.96,"HR,SI,AT",BA,D10,,Greece,2020
801,A4070,Y12,80111,,H3,173.46,NL,IE,,R12,Greece,2020
802,A4070,Y12,80111,,H3,44.75,NL,IE,D10,,Greece,2020
803,A4070,Y12,80111,,H4.1,587.89,,AT,,R1,Greece,2020
804,A4070,Y12,80111,,H4.1,255.97,,BE,,R1,Greece,2020
805,A4070,Y12,80111,,H4.1,125.77,,BE,,R12,Greece,2020
806,A4070,Y12,80111,,H4.1,160.73,,CH,,R12,Greece,2020
807,A4070,Y12,80111,,H4.1,393.22,,CH,,R2,Greece,2020
808,A4070,Y12,80111,,H4.1,169.61,,CH,D10,,Greece,2020
809,A4070,Y12,80111,,H4.1,497.0,,FI,,R1,Greece,2020
810,A4070,Y12,80111,,H4.1,103.02,,IE,,R12,Greece,2020
811,A4070,Y12,80111,,H4.1,11.29,,IE,D10,,Greece,2020
812,A4070,Y12,80111,,H4.1,768.94,,IL,,R1,Greece,2020
813,A4070,Y12,80111,,H4.1,141.87,,IT,,R1,Greece,2020
814,A4070,Y12,80111,,H4.1,35.25,,IT,D10,,Greece,2020
815,A4070,Y12,80111,,H4.1,176.3,,LU,,R12,Greece,2020
816,A4070,Y12,80111,,H4.1,2.02,,LU,,R4,Greece,2020
817,A4070,Y12,80111,,H4.1,1.88,,NL,D10,,Greece,2020
818,A4070,Y12,80111,,H4.1,6.39,,RS,D10,,Greece,2020
819,A4070,Y12,80111,,H4.1,151.57,"BE,FR,NL",GR,D10,,Greece,2020
820,A4070,Y12,80111,,H4.1,8.06,NL,BE,,R2,Greece,2020
821,A4070,Y12,80111,,H4.1,152.01,NL,IE,,R12,Greece,2020
822,A4070,Y12,80113,,H12,28.16,,LU,D13,,Greece,2020
823,A4070,Y12,80113,,H3,260.7,,AT,,R1,Greece,2020
824,A4070,Y12,80113,,H3,11.24,,LU,,R13,Greece,2020
825,A4070,Y12,80113,,H3,187.64,AT,SI,D10,,Greece,2020
826,A4070,Y12,80115,,H12,451.61,,CH,D10,,Greece,2020
827,A4070,Y12,80117,,H12,30.08,,CH,D9,,Greece,2020
828,A4070,Y12,80117,,H12,14.72,,LU,,R13,Greece,2020
829,A4070,Y12,80117,,H12,110.33,AT,IT,D10,,Greece,2020
830,A4070,Y12,80312,,H3,7.0,,GR,D10,,Greece,2020
831,A4070,Y12,80312,,H3,9.12,"ES,IT,PT,GB",GR,D10,,Greece,2020
832,A4070,Y12,80317,,H12,284.3,,CH,D13,,Greece,2020
833,A4070,Y12,200127,,H12,83.87,,NL,D9,,Greece,2020
834,A4070,Y12,200127,,H3,13.35,,CH,D10,,Greece,2020
835,A4070,Y12,200127,,H3,541.9,,DK,D10,,Greece,2020
836,A4070,Y12,200127,,H3,28.04,,IE,D10,,Greece,2020
837,A4070,Y12,200127,,H3,249.05,,NL,D10,,Greece,2020
838,A4070,Y12,200127,,H3,68.33,,NL,D9,,Greece,2020
839,A4070,Y12,200127,,H3,44.5,,SE,D10,,Greece,2020
840,A4070,Y12,200127,,H3,26.31,NL,IE,D10,,Greece,2020
841,A4070,Y12,200127,,H4.1,47.0,,AT,,R12,Greece,2020
842,A4070,Y12,200127,,H4.1,657.88,,DK,D10,,Greece,2020
843,A4070,Y12,200127,,H4.1,414.18,,FI,D10,,Greece,2020
844,A4070,Y12,200127,,H4.1,566.03,,LU,,R12,Greece,2020
845,A4070,Y12,200127,,H4.1,11.56,,NL,D10,,Greece,2020
846,A4070,Y12,200127,,H4.1,385.86,,SE,D10,,Greece,2020
847,A4070,,150110,,H6.1,57.09,AT,IT,,R1,Greece,2020
848,A4080,Y15,160110,,H1,5.51,,AT,D10,,Greece,2020
849,A4080,Y15,160110,,H1,5.72,,FR,D10,,Greece,2020
850,A4080,Y15,160110,,H1,0.25,,LU,,R13,Greece,2020
851,A4080,Y15,160110,,H1,29.02,AT,IT,D10,,Greece,2020
852,A4080,Y15,160401,,H1,3.84,,BE,D10,,Greece,2020
853,A4080,Y15,160401,,H1,4.77,,NL,D10,,Greece,2020
854,A4080,Y15,160402,,H1,157.84,,BE,D10,,Greece,2020
855,A4080,Y15,160402,,H1,81.56,,NL,D10,,Greece,2020
856,A4080,Y15,160403,,H1,37.23,,FR,D10,,Greece,2020
857,A4080,Y15,160403,,H1,20.02,,NL,D10,,Greece,2020
858,A4090,Y34,50107,,H8,74.24,,FR,,R1,Greece,2020
859,A4090,Y34,50107,,H8,3388.0,,NL,,R5,Greece,2020
860,A4090,Y34,50107,,H8,23.66,BE,FR,,R1,Greece,2020
861,A4090,Y34,60101,,H8,591.02,,AT,,R6,Greece,2020
862,A4090,Y34,60101,,H8,13395.73,,BE,,R5,Greece,2020
863,A4090,Y34,60101,,H8,26.5,,CH,,R3,Greece,2020
864,A4090,Y34,60101,,H8,372.0,,CH,,R5,Greece,2020
865,A4090,Y34,60101,,H8,3568.04,,CH,,R6,Greece,2020
866,A4090,Y34,60101,,H8,48.17,,DK,,R5,Greece,2020
867,A4090,Y34,60101,,H8,1672.94,,FR,,R5,Greece,2020
868,A4090,Y34,60101,,H8,21.92,,GB,,R6,Greece,2020
869,A4090,Y34,60101,,H8,41.42,,HR,D10,,Greece,2020
870,A4090,Y34,60101,,H8,172.66,,IE,,R5,Greece,2020
871,A4090,Y34,60101,,H8,102.96,,IT,,R6,Greece,2020
872,A4090,Y34,60101,,H8,2078.8,,LU,,R5,Greece,2020
873,A4090,Y34,60101,,H8,94.0,,NL,,R3,Greece,2020
874,A4090,Y34,60101,,H8,443.56,,NL,,R5,Greece,2020
875,A4090,Y34,60101,,H8,1456.96,,NL,,R6,Greece,2020
876,A4090,Y34,60101,,H8,11023.97,,NL,D1,,Greece,2020
877,A4090,Y34,60101,,H8,2519.88,,RS,,R6,Greece,2020
878,A4090,Y34,60101,,H8,625.0,BE,LU,,R5,Greece,2020
879,A4090,Y34,60101,,H8,6196.41,"FR,BE,NL",GB,,R5,Greece,2020
880,A4090,Y34,60101,,H8,5636.61,NL,BE,,R5,Greece,2020
881,A4090,Y34,60101,,H8,42.6,NL,IE,,R5,Greece,2020
882,A4090,Y34,60101,,H8,14.61,NL,IE,D10,,Greece,2020
883,A4090,Y34,60101,,H8,104.42,"SI,AT",HR,D10,,Greece,2020
884,A4090,Y34,60102,,H8,9.4,NL,IE,,R12,Greece,2020
885,A4090,Y34,60103,,H8,4.81,NL,IE,,R12,Greece,2020
886,A4090,Y34,60104,,H8,119.7,,RS,D9,,Greece,2020
887,A4090,Y34,60106,,H8,4.36,,CH,,R5,Greece,2020
888,A4090,Y34,60106,,H8,97.49,,DK,,R5,Greece,2020
889,A4090,Y34,60106,,H8,4.69,,DK,D10,,Greece,2020
890,A4090,Y34,60106,,H8,8.15,,IE,D10,,Greece,2020
891,A4090,Y34,60106,,H8,21.48,,LU,,R12,Greece,2020
892,A4090,Y34,60106,,H8,95.52,,LU,D15,,Greece,2020
893,A4090,Y34,60106,,H8,199.92,,NL,,R6,Greece,2020
894,A4090,Y34,60106,,H8,232.43,,NL,D10,,Greece,2020
895,A4090,Y34,60106,,H8,26.21,"NL,BE,IT,ES",GR,D10,,Greece,2020
896,A4090,Y34,70108,,H8,659.51,,BE,,R3,Greece,2020
897,A4090,Y34,200114,,H8,19.89,,BE,D10,,Greece,2020
898,A4090,Y34,200114,,H8,9.99,,CH,,R5,Greece,2020
899,A4090,Y34,200114,,H8,26.64,,CH,D10,,Greece,2020
900,A4090,Y34,200114,,H8,137.42,,DK,D10,,Greece,2020
901,A4090,Y34,200114,,H8,386.1,,IE,,R12,Greece,2020
902,A4090,Y34,200114,,H8,18.77,,IE,D10,,Greece,2020
903,A4090,Y34,200114,,H8,26.26,,LU,D10,,Greece,2020
904,A4090,Y34,200114,,H8,131.33,,NL,D10,,Greece,2020
905,A4090,Y34,200114,,H8,20.51,NL,IE,,R12,Greece,2020
906,A4090,Y34,200114,,H8,1.87,NL,IE,D10,,Greece,2020
907,A4090,Y35,50111,,H8,176.06,"SI,AT",HR,D10,,Greece,2020
908,A4090,Y35,60204,,H8,36.29,,NL,,R5,Greece,2020
909,A4090,Y35,60204,,H8,67.23,,NL,D10,,Greece,2020
910,A4090,Y35,60204,,H8,18.56,,NL,D9,,Greece,2020
911,A4090,Y35,60204,,H8,194.02,,SK,,R5,Greece,2020
912,A4090,Y35,60204,,H8,398.54,AT,SK,,R5,Greece,2020
913,A4090,Y35,60204,,H8,20.78,NL,IE,,R12,Greece,2020
914,A4090,Y35,60205,,H8,1413.27,,CH,,R4,Greece,2020
915,A4090,Y35,60205,,H8,4.54,,CH,,R5,Greece,2020
916,A4090,Y35,60205,,H8,66.72,,DK,,R5,Greece,2020
917,A4090,Y35,60205,,H8,34.01,,NL,,R4,Greece,2020
918,A4090,Y35,60205,,H8,101.76,,NL,,R5,Greece,2020
919,A4090,Y35,60205,,H8,10.41,NL,IE,D10,,Greece,2020
920,A4090,Y35,200115,,H8,11.04,,BE,D10,,Greece,2020
921,A4090,Y35,200115,,H8,6.31,,CH,,R5,Greece,2020
922,A4090,Y35,200115,,H8,83.34,,CH,D10,,Greece,2020
923,A4090,Y35,200115,,H8,306.72,,DK,D10,,Greece,2020
924,A4090,Y35,200115,,H8,221.1,,IE,,R12,Greece,2020
925,A4090,Y35,200115,,H8,1.77,,IE,D10,,Greece,2020
926,A4090,Y35,200115,,H8,86.66,,LU,D10,,Greece,2020
927,A4090,Y35,200115,,H8,23.78,,NL,,R5,Greece,2020
928,A4090,Y35,200115,,H8,29.9,,NL,D10,,Greece,2020
929,A4100,Y18,100116,,H11,248.18,,FR,,R5,Greece,2020
930,A4100,Y18,100116,,H12,35.9,BE,FR,,R11,Greece,2020
931,A4100,Y18,160215,,H12,656.19,,CH,,R4,Greece,2020
932,A4100,Y18,190105,,H11,2568.77,,CH,,R4,Greece,2020
933,A4100,Y18,190105,,H11,156.68,,CH,D12,,Greece,2020
934,A4100,Y18,190105,,H11,3041.56,,CH,D14,,Greece,2020
935,A4100,Y18,190105,,H11,129.6,,DK,,R11,Greece,2020
936,A4100,Y18,190105,,H11,372.04,,DK,,R5,Greece,2020
937,A4100,Y18,190105,,H11,31604.55,,IT,,R5,Greece,2020
938,A4100,Y18,190105,,H11,1745.54,AT,IT,,R11,Greece,2020
939,A4100,Y18,190105,,H11,21097.91,AT,IT,,R5,Greece,2020
940,A4100,Y18,190105,,H11,2019.12,AT,IT,D1,,Greece,2020
941,A4100,Y18,190107,,H11,1937.18,,AT,D14,,Greece,2020
942,A4100,Y18,190107,,H11,1268.71,,CH,,R12,Greece,2020
943,A4100,Y18,190107,,H11,1324.23,,CH,D12,,Greece,2020
944,A4100,Y18,190107,,H11,221.31,,CH,D14,,Greece,2020
945,A4100,Y18,190107,,H11,491.92,,DK,,R11,Greece,2020
946,A4100,Y18,190107,,H11,379.36,,DK,,R5,Greece,2020
947,A4100,Y18,190107,,H11,8.98,,FR,,R11,Greece,2020
948,A4100,Y18,190107,,H11,12488.74,,FR,,R12,Greece,2020
949,A4100,Y18,190107,,H11,29974.01,,FR,,R5,Greece,2020
950,A4100,Y18,190107,,H11,983.5,,FR,D14,,Greece,2020
951,A4100,Y18,190107,,H11,3979.74,,IE,,R5,Greece,2020
952,A4100,Y18,190107,,H11,2955.88,,IT,,R5,Greece,2020
953,A4100,Y18,190107,,H11,3671.88,,LU,,R11,Greece,2020
954,A4100,Y18,190107,,H11,1290.92,,LU,,R5,Greece,2020
955,A4100,Y18,190107,,H11,6697.82,,NL,,R11,Greece,2020
956,A4100,Y18,190107,,H11,1022.82,,NL,,R12,Greece,2020
957,A4100,Y18,190107,,H11,36478.02,,NL,,R5,Greece,2020
958,A4100,Y18,190107,,H11,21.44,,NL,D10,,Greece,2020
959,A4100,Y18,190107,,H11,41.64,,NL,D12,,Greece,2020
960,A4100,Y18,190107,,H11,7136.22,,PL,,R5,Greece,2020
961,A4100,Y18,190107,,H11,595.78,AT,IT,,R5,Greece,2020
962,A4100,Y18,190107,,H11,939.76,BE,FR,,R5,Greece,2020
963,A4100,Y18,190107,,H11,9.24,BE,FR,D12,,Greece,2020
964,A4100,Y18,190107,,H11,524.52,FR,GB,,R5,Greece,2020
965,A4100,Y18,190107,,H11,2321.07,NL,IE,,R5,Greece,2020
966,A4100,Y18,190107,,H11,22.39,NL,IE,D12,,Greece,2020
967,A4100,Y18,190111,,H11,1540.25,,FR,,R5,Greece,2020
968,A4100,Y18,190113,,H11,5484.71,,AT,,R5,Greece,2020
969,A4100,Y18,190113,,H11,733.44,,AT,D12,,Greece,2020
970,A4100,Y18,190113,,H11,1825.3,,AT,D14,,Greece,2020
971,A4100,Y18,190113,,H11,7511.75,,BE,,R5,Greece,2020
972,A4100,Y18,190113,,H11,6333.95,,CH,D12,,Greece,2020
973,A4100,Y18,190113,,H11,10363.3,,CH,D14,,Greece,2020
974,A4100,Y18,190113,,H11,10714.18,,DK,,R11,Greece,2020
975,A4100,Y18,190113,,H11,19785.58,,DK,,R5,Greece,2020
976,A4100,Y18,190113,,H11,8989.64,,FR,,R11,Greece,2020
977,A4100,Y18,190113,,H11,1700.65,,FR,,R12,Greece,2020
978,A4100,Y18,190113,,H11,24169.77,,FR,,R5,Greece,2020
979,A4100,Y18,190113,,H11,124.7,,IE,,R5,Greece,2020
980,A4100,Y18,190113,,H11,594.79,,IT,,R12,Greece,2020
981,A4100,Y18,190113,,H11,16832.98,,IT,,R5,Greece,2020
982,A4100,Y18,190113,,H11,26511.99,,NL,,R11,Greece,2020
983,A4100,Y18,190113,,H11,14576.07,,NL,,R5,Greece,2020
984,A4100,Y18,190113,,H11,20.02,,NL,D12,,Greece,2020
985,A4100,Y18,190113,,H11,4230.8,AT,IT,,R5,Greece,2020
986,A4100,Y18,190113,,H11,812.54,BE,FR,,R5,Greece,2020
987,A4100,Y18,190113,,H11,1160.94,"BE,NL",FR,,R5,Greece,2020
988,A4100,Y18,190113,,H11,253.22,DK,SE,,R11,Greece,2020
989,A4100,Y18,190113,,H11,114.82,NL,IE,,R5,Greece,2020
990,A4100,Y18,191005,Shredder residues,H12,423.45,,CH,,R4,Greece,2020
991,A4100,Y23,100207,,H12,62397.09,,AT,,R4,Greece,2020
992,A4100,Y23,100207,,H12,7695.45,,BE,,R4,Greece,2020
993,A4100,Y23,100207,,H12,1913.47,,BE,,R5,Greece,2020
994,A4100,Y23,100207,,H12,7487.27,,CH,,R4,Greece,2020
995,A4100,Y23,100207,,H12,268.96,,CH,D12,,Greece,2020
996,A4100,Y23,100207,,H12,195.57,,IL,,R4,Greece,2020
997,A4100,Y23,100207,,H12,1255.11,,IT,,R4,Greece,2020
998,A4100,Y23,100207,,H12,72.84,,IT,,R5,Greece,2020
999,A4100,Y23,100207,,H12,983.58,,IT,D12,,Greece,2020
1000,A4100,Y23,100207,,H12,30583.93,,LU,,R4,Greece,2020
1001,A4100,Y23,100207,,H12,703.54,,LU,,R5,Greece,2020
1002,A4100,Y23,100207,,H12,3410.18,,lu,D1,,Greece,2020
1003,A4100,Y23,100207,,H12,17989.76,,NL,,R4,Greece,2020
1004,A4100,Y23,100207,,H12,1945.16,,NO,,R4,Greece,2020
1005,A4100,Y23,100207,,H12,5442.57,,SE,,R4,Greece,2020
1006,A4100,Y23,100207,,H12,1026.64,AT,IT,,R4,Greece,2020
1007,A4100,Y23,100207,,H12,324.6,AT,IT,,R5,Greece,2020
1008,A4100,Y23,100207,,H12,607.12,AT,IT,D1,,Greece,2020
1009,A4100,Y23,100207,,H12,184.63,AT,IT,D12,,Greece,2020
1010,A4100,Y23,100207,,H12,12.16,"BE,NL",FR,,R4,Greece,2020
1011,A4100,Y23,100207,,H12,2638.4,DK,SE,,R4,Greece,2020
1012,A4100,Y23,100207,,H12,13200.48,NL,GR,,R4,Greece,2020
1013,A4100,Y23,100207,,H12,7817.26,NL,NO,,R4,Greece,2020
1014,A4100,Y23,100213,,H12,547.67,,AT,,R4,Greece,2020
1015,A4100,Y23,100213,,H12,1208.59,,LU,,R4,Greece,2020
1016,A4100,Y23,100213,,H12,2815.97,,NL,,R4,Greece,2020
1017,A4100,Y23,101009,,H12,45.89,,AT,,R4,Greece,2020
1018,A4100,Y23,101009,,H12,218.46,,NL,,R4,Greece,2020
1019,A4100,Y29,60404,,H6.1,95.5,,NL,D12,,Greece,2020
1020,A4100,Y31,100506,,H6.1,29.96,,FR,D12,,Greece,2020
1021,A4100,Y31,100506,,H6.1,167.42,,NL,D12,,Greece,2020
1022,A4100,,100104,,H6.1,417.31,,AT,,R4,Greece,2020
1023,A4100,,100118,,H11,507.64,,LU,D12,,Greece,2020
1024,A4100,,100118,,H11,257.4,,NL,,R5,Greece,2020
1025,A4100,,100118,,H12,5268.18,,LU,,R5,Greece,2020
1026,A4100,,100319,,H11,41.14,,NO,D12,,Greece,2020
1027,A4100,,100319,,H11,428.74,,SE,D12,,Greece,2020
1028,A4100,,100319,,H12,77.22,,LU,D9,,Greece,2020
1029,A4100,,100319,,H12,17.9,BE,LU,D9,,Greece,2020
1030,A4100,,100319,,H12,767.84,DK,SE,D12,,Greece,2020
1031,A4100,,100606,,H12,671.24,,BE,D12,,Greece,2020
1032,A4100,,101115,,H11,30.82,,BE,D12,,Greece,2020
1033,A4100,,101115,,H11,12.5,,CH,D12,,Greece,2020
1034,A4100,,101115,,H11,175.52,,FR,,R5,Greece,2020
1035,A4100,,101401,,H12,80.94,,NL,D12,,Greece,2020
1036,A4100,,101401,,H12,117.27,,NL,D14,,Greece,2020
1037,A4120,,160903,,H5.1,15.98,,BE,D10,,Greece,2020
1038,A4120,,160903,,H5.1,1.39,,CH,D10,,Greece,2020
1039,A4120,,160903,,H5.1,56.7,,DK,D10,,Greece,2020
1040,A4120,,160903,,H5.1,12.39,,NL,D10,,Greece,2020
1041,A4120,,160903,,H5.1,1.98,,SE,D10,,Greece,2020
1042,A4130,Y6,150110,Aerosol cans,H3,119.54,,BE,,R12,Greece,2020
1043,A4130,Y6,150110,Aerosol cans,H3,130.68,,FR,,R4,Greece,2020
1044,A4130,Y6,150110,Aerosol cans,H3,93.23,,GB,,R12,Greece,2020
1045,A4130,Y6,150110,Aerosol cans,H3,56.18,,IE,,R4,Greece,2020
1046,A4130,Y6,150110,Aerosol cans,H3,13.89,,LU,,R12,Greece,2020
1047,A4130,Y6,150110,Aerosol cans,H3,708.87,,NL,,R12,Greece,2020
1048,A4130,Y6,150110,Aerosol cans,H3,69.69,,NL,,R4,Greece,2020
1049,A4130,Y6,150110,Aerosol cans,H3,447.13,,NL,D10,,Greece,2020
1050,A4130,Y6,150110,Aerosol cans,H3,33.65,NL,IE,,R4,Greece,2020
1051,A4130,Y15,160504,Gases in pressure containers,H3,0.29,,AT,D10,,Greece,2020
1052,A4130,Y15,160504,Gases in pressure containers,H3,35.4,,AT,D13,,Greece,2020
1053,A4130,Y15,160504,Gases in pressure containers,H3,73.68,,BE,,R4,Greece,2020
1054,A4130,Y15,160504,Gases in pressure containers,H3,133.42,,CH,,R2,Greece,2020
1055,A4130,Y15,160504,Gases in pressure containers,H3,51.08,,CH,,R4,Greece,2020
1056,A4130,Y15,160504,Gases in pressure containers,H3,53.33,,ES,D10,,Greece,2020
1057,A4130,Y15,160504,Gases in pressure containers,H3,215.4,,FR,,R4,Greece,2020
1058,A4130,Y15,160504,Gases in pressure containers,H3,11.85,,FR,D10,,Greece,2020
1059,A4130,Y15,160504,Gases in pressure containers,H3,15.24,,GR,D10,,Greece,2020
1060,A4130,Y15,160504,Gases in pressure containers,H3,83.21,,IE,D10,,Greece,2020
1061,A4130,Y15,160504,Gases in pressure containers,H3,31.82,,IT,D10,,Greece,2020
1062,A4130,Y15,160504,Gases in pressure containers,H3,2.48,,lu,,R13,Greece,2020
1063,A4130,Y15,160504,Gases in pressure containers,H3,24.31,,LU,,R4,Greece,2020
1064,A4130,Y15,160504,Gases in pressure containers,H3,53.15,,NL,D10,,Greece,2020
1065,A4130,Y15,160504,Gases in pressure containers,H3,0.1,,NO,D15,,Greece,2020
1066,A4130,Y15,160504,Gases in pressure containers,H3,14.04,,PT,D10,,Greece,2020
1067,A4130,Y15,160504,Gases in pressure containers,H3,0.39,,SI,D10,,Greece,2020
1068,A4130,Y15,160504,Gases in pressure containers,H3,187.25,NL,BE,,R3,Greece,2020
1069,A4130,Y36,150111,,H11,17.7,,AT,,R4,Greece,2020
1070,A4130,Y36,150111,,H11,22.0,,BE,,R4,Greece,2020
1071,A4130,Y36,150111,,H11,42.11,,CH,,R4,Greece,2020
1072,A4130,Y36,150111,,H11,48.1,,DK,,R4,Greece,2020
1073,A4130,Y36,150111,,H11,183.22,,ES,,R4,Greece,2020
1074,A4130,Y36,150111,,H11,34.05,,FR,,R4,Greece,2020
1075,A4130,Y36,150111,,H11,639.78,,GB,,R4,Greece,2020
1076,A4130,Y36,150111,,H11,48.25,,IT,D10,,Greece,2020
1077,A4130,Y36,150111,,H11,42.81,,NL,,R4,Greece,2020
1078,A4130,Y36,150111,,H11,19.17,,NO,,R4,Greece,2020
1079,A4130,Y36,150111,,H11,343.13,AT,IT,,R4,Greece,2020
1080,A4130,Y36,150111,,H11,105.49,LU,FR,,R12,Greece,2020
1081,A4130,Y36,150111,,H11,61.95,LU,FR,,R4,Greece,2020
1082,A4130,,150110,,H11,90.5,,NL,,R1,Greece,2020
1083,A4130,,150110,,H12,21.9,,AT,,R4,Greece,2020
1084,A4130,,150110,,H12,1035.2,,CH,,R4,Greece,2020
1085,A4130,,150110,,H12,65.37,,FR,,R3,Greece,2020
1086,A4130,,150110,,H12,13.7,,FR,D10,,Greece,2020
1087,A4130,,150110,,H12,36.46,,GR,D10,,Greece,2020
1088,A4130,,150110,,H12,0.31,,HU,,R4,Greece,2020
1089,A4130,,150110,,H12,0.03,,IE,D10,,Greece,2020
1090,A4130,,150110,,H12,113.8,,IE,D9,,Greece,2020
1091,A4130,,150110,,H12,46.78,,IL,,R12,Greece,2020
1092,A4130,,150110,,H12,2.28,,IT,D10,,Greece,2020
1093,A4130,,150110,,H12,227.78,,LU,,R12,Greece,2020
1094,A4130,,150110,,H12,111.02,,LU,,R4,Greece,2020
1095,A4130,,150110,,H12,80.9,,NL,,R1,Greece,2020
1096,A4130,,150110,,H12,1022.22,,NL,,R12,Greece,2020
1097,A4130,,150110,,H12,50.44,,NL,,R3,Greece,2020
1098,A4130,,150110,,H12,89.85,,NL,,R4,Greece,2020
1099,A4130,,150110,,H12,4.74,,NL,D10,,Greece,2020
1100,A4130,,150110,,H12,28.82,,NL,D9,,Greece,2020
1101,A4130,,150110,,H12,25.17,,RS,D10,,Greece,2020
1102,A4130,,150110,,H6.1,248.78,,BE,,R1,Greece,2020
1103,A4130,,150110,,H6.1,10.24,,BE,,R12,Greece,2020
1104,A4130,,150110,,H6.1,183.26,,BE,,R4,Greece,2020
1105,A4130,,150110,,H6.1,342.55,,CH,,R3,Greece,2020
1106,A4130,,150110,,H6.1,0.18,,CZ,,R4,Greece,2020
1107,A4130,,150110,,H6.1,49.58,,DK,,R12,Greece,2020
1108,A4130,,150110,,H6.1,102.5,,FR,,R12,Greece,2020
1109,A4130,,150110,,H6.1,4.92,,FR,D10,,Greece,2020
1110,A4130,,150110,,H6.1,46.88,,GR,D10,,Greece,2020
1111,A4130,,150110,,H6.1,73.5,,IE,,R12,Greece,2020
1112,A4130,,150110,,H6.1,32.84,,IE,,R4,Greece,2020
