,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_destination,annex_4_a,annex_4_b,country,year
304,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,9,H12,Ecotoxic,1035.76,,FR,,R3,United Kingdom of Great Britain and Northern Ireland,2015
305,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,9,,,495.42,,IE,,R9,United Kingdom of Great Britain and Northern Ireland,2015
306,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,,H14,,78.68,,IE,,R9,United Kingdom of Great Britain and Northern Ireland,2015
307,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,,H7,Carcinogenic,733.37,,DE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
308,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,,H7,Carcinogenic,1597.4,,DE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
309,Y9,"Wiping rags, absorbent, filter materials containing oil",,,,Not applicable,3807.66,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
310,Y9,"Wiping rags, absorbent, filter materials containing oil (10-20% oil)",,,,Not applicable,672.54,,DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
311,"Y9,Y10,Y20,Y26,Y29,Y31,Y36",Ex-warships,,"3,5.1,6,6.1,9","H3,H5.1,H6.1,H11,H12","Inflammable liquids
Oxidizing
Poisonous(acute)
Toxic(delayed or chronic)
Ecotoxic",11634.0,,TR,,R4,United Kingdom of Great Britain and Northern Ireland,2015
312,"Y9,Y12","Filter cakes, filter media and sludges containing metals, phosphates, paint, oil, grease and water",,,"H7,H12","Carcinogenic
Ecotoxic",81.08,BE,DE,,"R1,R4,R12",United Kingdom of Great Britain and Northern Ireland,2015
313,Y2,Redundant Pharmaceuticals,,,H5,,619.0,,NL,,R3,United Kingdom of Great Britain and Northern Ireland,2015
314,Y13,Adhesive Sludge,,,H3,,89.0,,NL,,"R1,R4",United Kingdom of Great Britain and Northern Ireland,2015
315,Y9,Waste Oil,,,H12,,2912.0,,IE,,R9,United Kingdom of Great Britain and Northern Ireland,2015
316,Y18,Contaminated rags & Absorbents,,,"H4.1,H3",,511.0,,NL,,"R3,R4",United Kingdom of Great Britain and Northern Ireland,2015
317,Y18,Contaminated rags & Absorbents,,,"H4.1,H3",,185.0,,DE,,"R3,R4",United Kingdom of Great Britain and Northern Ireland,2015
318,Y35,Kevlar Polymer,,,H8,,593.0,,NL,,"R1,R4",United Kingdom of Great Britain and Northern Ireland,2015
319,Y_,Dry Mixed Recyclates (Shred It),,,H4.1,,6.7,,IE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
320,Y31,CRT's,,,H12,,618.0,,NL,,"R5,R12",United Kingdom of Great Britain and Northern Ireland,2015
321,Y_,Tank Bottom Sludge,,,H4.1,,44.0,,BE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
322,Y12,Waste Paint Thinner,,,H4.1,,89.0,,BE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
323,Y12,Waste Paint Thinner,,,H4.1,,266.0,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
324,Y18,Healthcare waste,,,,,5507.0,,IE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
325,Y46,Treated wood,,,,,3578.0,,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
326,11B,"DISCARDED EQUIPMENT CONTAINING CHOLOFLUOROCARDONS, HCFC, HFC",,,,,37.94,,ES,,"R4,R5,R13",United Kingdom of Great Britain and Northern Ireland,2015
327,11B,"DISCARDED EQUIPMENT CONTAINING HAZARDOUS COMPONENTS OTHER THAN THOSE MENTIONED IN 16 02 03  TO 16 02 12, EWL 16 02 13*",,,,,130.75,,ES,,"R4,R5,R13",United Kingdom of Great Britain and Northern Ireland,2015
328,11B,Organic wastes containing dangerous substances,,,,,4.45,,ES,,R13,United Kingdom of Great Britain and Northern Ireland,2015
329,11B,ABSORBENTS,,,,,1.46,,ES,,R12,United Kingdom of Great Britain and Northern Ireland,2015
330,11B,OTHER SOLVENTS & SOLVENT MIXTURES,,,,,156.0,,ES,,R12,United Kingdom of Great Britain and Northern Ireland,2015
331,11B,Other fuels (including mixtures),,,,,0.698999,,ES,,R12,United Kingdom of Great Britain and Northern Ireland,2015
332,11B,WASTE OIL WITH WATER,,,,,46.5,,ES,,R3,United Kingdom of Great Britain and Northern Ireland,2015
333,11B,Bilge oils,,,,,204.0,,ES,,R1,United Kingdom of Great Britain and Northern Ireland,2015
334,11B,Sodium and potassium hydroxide,,,,,4.49,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
335,11B,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,,,,15.48,,ES,D5,,United Kingdom of Great Britain and Northern Ireland,2015
336,11B,Fly ash containing dangerous substances,,,,,5.05,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
337,11B,Bottom ash and slag containing dangerous substances,,,,,12.0,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
338,11B,Sludges from oil/water separators,,,,,8.0,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
339,11B,Other halogenated solvents and solvent mixtures,,,,,1.0,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
340,11B,Other acids,,,,,1.891999,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
341,11B,Soild salts and solutions containing heavy metals,,,,,1.0,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
342,11B,Other fuels (including mixtures),,,,,3304.67,,ES,,R9,United Kingdom of Great Britain and Northern Ireland,2015
343,11B,"Bilge oils from jetty sewers, bilge oils from other navigation",,,,,6052.85,,ES,,R3,United Kingdom of Great Britain and Northern Ireland,2015
344,11B,Construction materials containing asbestos,,,,,210.8,,ES,"D5,D9",,United Kingdom of Great Britain and Northern Ireland,2015
345,11B,Waste paint and varnish containing organic solvents or other dangerous substances,,,,,20.57,,ES,"D15,D9",,United Kingdom of Great Britain and Northern Ireland,2015
346,11B,Wastes whose collection and disposal is subject to special requirements in order to prevent infection 18 01 03*,,,,,116.0,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
347,11B,Waste printing toner containing dangerous substances waste ink containing dangerous substances,,,,,1.2,,ES,,"R12,R5",United Kingdom of Great Britain and Northern Ireland,2015
348,11B,Discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components,,,,,40.06199,,ES,,"R13,R5",United Kingdom of Great Britain and Northern Ireland,2015
349,11B,Fluorescent tubes and other mercury-containing waste,,,,,1.569,,ES,,"R13,R5",United Kingdom of Great Britain and Northern Ireland,2015
350,11B,"Batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries",,,,,0.632,,ES,,"R13,R5",United Kingdom of Great Britain and Northern Ireland,2015
351,11B,Discarded equipment containing chlorofluorocarbons,,,,,0.32,,ES,,"R13,R4,R5",United Kingdom of Great Britain and Northern Ireland,2015
352,11B,Soil and stones containing dangerous substances,,,,,221.86,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
353,11B,Construction materials containing asbestos,,,,,48.0,,ES,D5,,United Kingdom of Great Britain and Northern Ireland,2015
354,11B,Waste paint and varnish containing organic solvents or other dangerous substances,,,,,5.96,,ES,,"R13,R12",United Kingdom of Great Britain and Northern Ireland,2015
355,11B,Gases in pressure containers (including halons) containing dangerous substances,,,,,0.56,,ES,,"R13,R4",United Kingdom of Great Britain and Northern Ireland,2015
356,11B,Oil filters,,,,,1.34,,ES,,"R13,R4",United Kingdom of Great Britain and Northern Ireland,2015
357,11B,Lead batteries,,,,,32.32,,ES,,"R4,R5,R6",United Kingdom of Great Britain and Northern Ireland,2015
358,11B,Sludges containing dangerous substances from biological treatment of industrial waste water,,,,,38.5,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
359,11B,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,,,,3.174999,,ES,,R12,United Kingdom of Great Britain and Northern Ireland,2015
360,11B,Oil filters,,,,,0.562999,,ES,,R12,United Kingdom of Great Britain and Northern Ireland,2015
361,11B,Packaging containing residues of or contaminated by dangerous substance,,,,,4.2,,ES,,R3,United Kingdom of Great Britain and Northern Ireland,2015
362,11B,Waste blasting material containing dangerous substances,,,,,3351.57,,ES,"D9,D5",,United Kingdom of Great Britain and Northern Ireland,2015
363,11B,Construction materials containing asbestos,,,,,12.0,,ES,D5,,United Kingdom of Great Britain and Northern Ireland,2015
364,11B,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,,,,2.15,,ES,,"R13,R7",United Kingdom of Great Britain and Northern Ireland,2015
365,11B,Other solvents and solvent mixtures,,,,,0.8,,ES,,"R13,R2",United Kingdom of Great Britain and Northern Ireland,2015
366,11B,Other fuels (including mixtures),,,,,3.3,,ES,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2015
367,11B,Waste blasting material containing dangerous substances,,,,,0.6,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
368,11B,Bottom ash and slag containing dangerous substances,,,,,0.7,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
369,11B,Waste paint and varnish containing organic solvents or other dangerous substances,,,,,3.7,,ES,,"R13,R12",United Kingdom of Great Britain and Northern Ireland,2015
370,11B,"Laboratory chemicals, consisting of or containing dangerous substances, including mixtures of laboratory chemicals",,,,,0.45,,ES,"D15,D10",,United Kingdom of Great Britain and Northern Ireland,2015
371,11B,BILGE OILS,,,,,70.5,,ES,,R3,United Kingdom of Great Britain and Northern Ireland,2015
372,11B,Discarded equipment containing hazardous components (16) other than those mentioned in,,,,,242.57,,ES,,"R4,R5,R13",United Kingdom of Great Britain and Northern Ireland,2015
373,11B,"Discarded equipment containing chlorofluorocarbons, HCFC, HFC 16 02 09 to 16 02 12",,,,,54.08,,ES,,"R4,R5,R13",United Kingdom of Great Britain and Northern Ireland,2015
374,11B,Lead Batteries,,,,,45.86,,ES,,"R4,R13",United Kingdom of Great Britain and Northern Ireland,2015
375,11B,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths protective clothing contaminated by dangerous substances",,,,,6.16,,ES,D5,,United Kingdom of Great Britain and Northern Ireland,2015
376,11B,Sludges from oil/water separators,,,,,6.0,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
377,11B,Packaging containing residues of or contaminated by dangerous substances,,,,,0.54,,ES,,"R13,R3,R4",United Kingdom of Great Britain and Northern Ireland,2015
378,11B,Sodium and potassium hydroxide,,,,,2.06,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
379,11B,Fly ash containing dangerous substances,,,,,1.45,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
380,11B,Bottom ash and slag containing dangerous substances,,,,,8.4,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
381,11B,Waste Ink & Toner,,,,,0.6,,ES,,R12,United Kingdom of Great Britain and Northern Ireland,2015
382,11B,Construction materials containing asbestos,,,,,61.04,,ES,D5,,United Kingdom of Great Britain and Northern Ireland,2015
383,11B,Waste Paint & Varnish containing organis solvents or other dangerous substances,,,,,40.2,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
384,11B,Physio-chemical treatment not specified on list,,,,,24.0,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
385,11B,Fluorescent tubes and other mercury-containing waste,,,,,0.603999,,ES,,"R13,R5",United Kingdom of Great Britain and Northern Ireland,2015
386,11B,Discarded electrical equiptment other than those mentioned in 20 01,,,,,2.29,,ES,,"R13,R4,R5",United Kingdom of Great Britain and Northern Ireland,2015
387,11B,Discarded equiptment containing chlorofluorocarbons,,,,,1.2,,ES,,"R13,R4,R5",United Kingdom of Great Britain and Northern Ireland,2015
388,11B,"BILGE OILS FROM JETTY SEWERS, BILGE OILS FROM OTHER NAVIGATION",,,,,3059.92,,ES,,R3,United Kingdom of Great Britain and Northern Ireland,2015
389,11B,Soil & Stones containing dangerous substances,,,,,37.4,,ES,D9,,United Kingdom of Great Britain and Northern Ireland,2015
390,11B,Construction materials containing asbestos,,,,,2.6,,ES,D5,,United Kingdom of Great Britain and Northern Ireland,2015
391,11B,Water Based Offset plate developer solutions,,,,,0.5,,ES,"D15,D9",,United Kingdom of Great Britain and Northern Ireland,2015
392,11B,Waste Paint & Varnish containing organis solvents or other dangerous substances,,,,,4.599999,,ES,,"R13,R12,R1",United Kingdom of Great Britain and Northern Ireland,2015
393,Y46,Refuse derived fuel,,,,,30052.83,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
394,Y46,Refuse derived fuel,,,,,25764.57,,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
395,Y46,Refuse derived fuel,,,,,6266.78,,DK,,R1,United Kingdom of Great Britain and Northern Ireland,2015
396,11B,Discarded electrical and electronic equipment,,,,,781.77,NL,DE,,"R12,R4",United Kingdom of Great Britain and Northern Ireland,2015
397,11B,Mixtures from mechanical treatment of waste,,,"H7,H14",,1113.52,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
398,11B,Spent catalysts,,4.2,"H4.2,H12",,870.0,,FR,,"R4,R8",United Kingdom of Great Britain and Northern Ireland,2015
399,Y46,Combustable Waste,,,,,17816.0,DE,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
400,Y46,Combustible Waste,,,,,1624.6,,PT,,R3,United Kingdom of Great Britain and Northern Ireland,2015
401,11B,FES 3000 DPR Silicon Gels,,,H12,,1031.8,FR,BE,,"R12,R1",United Kingdom of Great Britain and Northern Ireland,2015
402,Y46,Technology Employed Furnace Combustion,,,,,2985.9,,PT,,R1,United Kingdom of Great Britain and Northern Ireland,2015
403,Y46,Combined Heat & Power,,,,,7395.1,DE,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
404,Y46,Combustible Waste,,,,,11500.0,DE,DK,,R1,United Kingdom of Great Britain and Northern Ireland,2015
405,Y31,CRT Dismantling ,,,H13,,2656.8,,NL,,"R12,R5",United Kingdom of Great Britain and Northern Ireland,2015
406,11B,FES 3000 DPR Silicon Gels,,,H12,,2553.3,"FR,BE,NL",DE,,"R12,R1",United Kingdom of Great Britain and Northern Ireland,2015
407,Y46,Waste Wood Chip for Bioenergy based electricity Generation,,,,,27280.2,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
408,Y34,Spent Sulphuric Acid (liquid),,,"H3,H6.1,H8",,401.3,"FR,BE,NL",DE,,R6,United Kingdom of Great Britain and Northern Ireland,2015
409,Y34,Incinerable Chlorosilane Waste,,,H4,,74.0,NL,DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
410,Y46,Refuse Derived Fuel (Furnace Combustion),,,,,13423.4,,DK,,R1,United Kingdom of Great Britain and Northern Ireland,2015
411,Y23,Electric Arc Furnace dust,,,H12,,12172.5,,IT,,R4,United Kingdom of Great Britain and Northern Ireland,2015
412,Y46,Refuse Derived Fuel,,,,,10346.0,DE,DK,,R1,United Kingdom of Great Britain and Northern Ireland,2015
413,Y46,Combusible Waste,,,,,13854.1,DE,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
414,Y46,Waste Wood Chip ,,,,,9516.0,DE,FI,,R1,United Kingdom of Great Britain and Northern Ireland,2015
415,11B,Copper Rich Silicon,,,H12,,2562.6,FR,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
416,Y31,Chemical Stabilisation and Blending Granular Furnace Slag,,,H6,,1962.1,NL,NO,,R11,United Kingdom of Great Britain and Northern Ireland,2015
417,11B,"Renewal of GB0004000010, FES 3000 DPR Silcone Gels",,,H12,,137.0,FR,BE,,"R12,R1",United Kingdom of Great Britain and Northern Ireland,2015
418,Y31,Glass from CRT dismantling,,,H13,,435.5,"FR,BE",NL,,"R12,R5",United Kingdom of Great Britain and Northern Ireland,2015
